State-Reporting,School Type-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,State-Physical,School Level-Standardized,County,City,School ID,School Name,District ID,District Name,School Level-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
IN,Nonpublic,,6630 Southeastern Ave,46203,IN,Other,Marion,Indianapolis,C400,St. John's Ev. Lutheran School,K174,St John's Ev Lutheran School,KG-08,N,,N,,,10/1/2017,10,2017,188,145,29,14,,369,115,1185,,0,0,0,,,0,17,,,,,,,,,484,28.470588235,0,,IN@C400@K174,,SY17-18,,43,0.228723404,,,,,,,
IN,Nonpublic,,5375 McFarland Rd,46227,IN,Other,Marion,Indianapolis,C300,St. Jude School,K167,St Jude Catholic School,KG-08,N,,N,,,10/1/2017,10,2017,567,491,48,28,,593,303,2971,,0,0,0,,,0,17,,,,,,,,,896,52.705882353,0,,IN@C300@K167,,SY17-18,,76,0.134038801,,,,,,,
IN,Nonpublic,,7979 E CR 100 N,46123,IN,Other,Hendricks,Avon,B295,Kingsway Christian School,3315,Avon Community School Corporation,KG-08,N,,N,,,10/1/2017,10,2017,535,487,38,10,,146,59,579,,0,0,0,,,0,12,,,,,,,,,205,17.083333333,0,,IN@B295@3315,,SY17-18,,48,0.089719626,,,,,,,
IN,Nonpublic,,1507 St John's Church Rd NE,47136,IN,Other,Harrison,Lanesville,B275,St. John's Lutheran School,K091,St Johns Lutheran School,KG-08,N,,N,,,10/1/2017,10,2017,872,678,158,36,,158,36,678,,0,0,0,,,0,14,,,,,,,,,194,13.857142857,0,,IN@B275@K091,,SY17-18,,194,0.222477064,,,,,,,
IN,Nonpublic,,17104 Spring Mill Rd,46074,IN,Other,Hamilton,Westfield,B216,St. Maria Goretti,K087,Saint Maria Goretti School,KG-08,N,,N,,,10/1/2017,10,2017,505,491,12,2,,161,18,2669,,0,0,0,,,0,19,,,,,,,,,179,9.421052632,0,,IN@B216@K087,,SY17-18,,14,0.027722772,,,,,,,
IN,Nonpublic,,1331 N Main St,46514,IN,Other,Elkhart,Elkhart,A975,St. Thomas the Apostle School,K380,"St Thomas, Elkhart",KG-08,N,,N,,,10/1/2017,10,2017,216,183,24,9,,399,172,1183,,0,0,0,,,0,21,,,,,,,,,571,27.190476190,0,,IN@A975@K380,,SY17-18,,33,0.152777778,,,,,,,
IN,Nonpublic,,222 Mechanic St,47001,IN,Other,Dearborn,Aurora,A695,St John Lutheran School,K051,St John Lutheran School,KG-08,N,,N,,,10/1/2017,10,2017,87,58,18,11,,272,144,607,,0,0,0,,,0,16,,,,,,,,,416,26,0,,IN@A695@K051,,SY17-18,,29,0.333333333,,,,,,,
IN,Nonpublic,,211 4th St,47001,IN,Other,Dearborn,Aurora,A690,St. Mary's School,K050,St Marys School,KG-08,N,,N,,,10/1/2017,10,2017,85,74,7,4,,103,36,805,,0,0,0,,,0,16,,,,,,,,,139,8.6875,0,,IN@A690@K050,,SY17-18,,11,0.129411765,,,,,,,
IN,Nonpublic,,6459 E St Nicholas,47041,IN,Other,Ripley,Sunman,A680,St. Nicholas School,K048,St Nicholas School,KG-08,N,,N,,,10/1/2017,10,2017,128,84,21,23,,264,263,737,,0,0,0,,,0,14,,,,,,,,,527,37.642857143,0,,IN@A680@K048,,SY17-18,,44,0.34375,,,,,,,
IN,Nonpublic,,16270 S 300 W,47201,IN,Other,Bartholomew,Columbus,A430,White Creek Lutheran School,K031,White Creek Lutheran School,KG-08,N,,N,,,10/1/2017,10,2017,130,97,27,6,,348,73,913,,0,0,0,,,0,17,,,,,,,,,421,24.764705882,0,,IN@A430@K031,,SY17-18,,33,0.253846154,,,,,,,
IN,Nonpublic,,1306 27th St,47201,IN,Other,Bartholomew,Columbus,A425,St. Bartholomew Catholic School,0365,Bartholomew Consolidated Schools,KG-08,N,,N,,,10/1/2017,10,2017,388,300,69,19,,767,213,850,,0,0,0,,,0,17,,,,,,,,,980,57.647058824,0,,IN@A425@0365,,SY17-18,,88,0.226804124,,,,,,,
IN,Nonpublic,,401 Monroe St,46773,IN,Other,Allen,Monroeville,A340,St Rose of Lima,K355,"St Rose of Lima, Monroeville",KG-08,N,,N,,,10/1/2017,10,2017,119,87,16,16,,285,283,1328,,0,0,0,,,0,20,,,,,,,,,568,28.4,0,,IN@A340@K355,,SY17-18,,32,0.268907563,,,,,,,
IN,Nonpublic,,7810 Maysville Rd,46815,IN,Other,Allen,Fort Wayne,A250,St. Peter's Lutheran School,K021,St Peters Lutheran School,KG-08,N,,N,,,10/1/2017,10,2017,216,165,32,19,,555,385,2179,,0,0,0,,,0,21,,,,,,,,,940,44.761904762,0,,IN@A250@K021,,SY17-18,,51,0.236111111,,,,,,,
IN,Nonpublic,,1125 Barr St,46802,IN,Other,Allen,Fort Wayne,A245,St. Paul Lutheran School,K020,St Pauls Lutheran School,KG-08,N,,N,,,10/1/2017,10,2017,192,92,73,27,,1168,385,1033,,0,0,0,,,0,20,,,,,,,,,1553,77.65,0,,IN@A245@K020,,SY17-18,,100,0.520833333,,,,,,,
IN,Nonpublic,,1123 Union St,46802,IN,Other,Allen,Fort Wayne,A215,Emmanuel-St Michael Lutheran,K016,Emmanuel-St Michael Lutheran Schools,KG-08,N,,N,,,10/1/2017,10,2017,226,183,25,18,,473,313,2442,,0,0,0,,,0,21,,,,,,,,,786,37.428571429,0,,IN@A215@K016,,SY17-18,,43,0.190265487,,,,,,,
IN,Nonpublic,,6318 W California Rd,46818,IN,Other,Allen,Fort Wayne,A200,Suburban Bethlehem Lutheran School,K013,Suburban Bethlehem Lutheran School,KG-08,N,,N,,,10/1/2017,10,2017,153,96,29,28,,529,448,1348,,0,0,0,,,0,21,,,,,,,,,977,46.523809524,0,,IN@A200@K013,,SY17-18,,57,0.372549020,,,,,,,
IN,Nonpublic,,1720 E Wallen Rd,46825,IN,Other,Allen,Fort Wayne,A180,St. Vincent's School,K011,St Vincents School,KG-08,N,,N,,,10/1/2017,10,2017,740,617,94,29,,1531,464,7569,,0,0,0,,,0,20,,,,,,,,,1995,99.75,0,,IN@A180@K011,,SY17-18,,123,0.166216216,,,,,,,
IN,Nonpublic,,2222 Lower Huntington Rd,46819,IN,Other,Allen,Fort Wayne,A175,St. Therese Catholic School,0235,Fort Wayne Community Schools,KG-08,N,,N,,,10/1/2017,10,2017,200,89,86,25,,1318,318,288,,0,0,0,,,0,20,,,,,,,,,1636,81.8,0,,IN@A175@0235,,SY17-18,,111,0.555,,,,,,,
IN,Nonpublic,,2110 Pemberton Dr,46805,IN,Other,Allen,Fort Wayne,A160,St Jude Catholic School,0235,Fort Wayne Community Schools,KG-08,N,,N,,,10/1/2017,10,2017,501,362,90,49,,1327,720,1080,,0,0,0,,,0,20,,,,,,,,,2047,102.35,0,,IN@A160@0235,,SY17-18,,139,0.277445110,,,,,,,
IN,Nonpublic,,4910 Trier Rd,46815,IN,Other,Allen,Fort Wayne,A145,St. Charles Borromeo School,K009,St Charles Borromeo School,KG-08,N,,N,,,10/1/2017,10,2017,701,499,125,77,,2067,972,5576,,0,0,0,,,0,21,,,,,,,,,3039,144.714285714,0,,IN@A145@K009,,SY17-18,,202,0.288159772,,,,,,,
IN,Public,,2725 Crestview,47136,IN,Other,Harrison,Lanesville,2613,Lanesville Community Jr-Sr High,3160,Lanesville Community School Corp,07-12,N,,N,,,10/1/2017,10,2017,372,309,43,20,,329,215,2415,,0,0,0,,,0,12,,,,,,,,,544,45.333333333,0,,IN@2613@3160,180372000593,SY17-18,,63,0.169354839,Public,,,,,,
IN,Public,,432 E 15th St,47532,IN,Other,Dubois,FERDINAND,1583,Forest Park High School,2100,Southeast Dubois County Schools,07-12,N,,N,,,10/1/2017,10,2017,602,460,103,39,,1363,524,5474,,0,0,0,,,0,17,,,,,,,,,1887,111,0,,IN@1583@2100,181064001745,SY17-18,,142,0.235880399,Public,,,,,,
IN,Nonpublic,,233 S 5th St,47374,IN,Other,Wayne,Richmond,D842,Seton Catholic High School,K399,Seton Catholic Schools,07-12,N,,N,,,10/1/2017,10,2017,149,113,25,11,,197,80,720,,0,0,0,,,0,17,,,,,,,,,277,16.294117647,0,,IN@D842@K399,,SY17-18,,36,0.241610738,,,,,,,
IN,Nonpublic,,210 Barnett Street,47591,IN,Other,Knox,Vincennes,B560,Rivet Jr.-Sr. High School,K122,Vincennes Catholic School,06-12,N,,N,,,10/1/2017,10,2017,152,120,19,13,,234,136,946,,0,0,0,,,0,17,,,,,,,,,370,21.764705882,0,,IN@B560@K122,,SY17-18,,32,0.210526316,,,,,,,
IN,Nonpublic,,2904 S Main St,46526,IN,Other,Elkhart,Goshen,B015,Bethany Christian Schools,K064,Bethany Christian Schools,04-12,N,,N,,,10/1/2017,10,2017,294,218,48,28,,604,361,2114,,0,0,0,,,0,17,,,,,,,,,965,56.764705882,0,,IN@B015@K064,,SY17-18,,76,0.258503401,,,,,,,
IN,Public,,10050 Brummitt Rd,46530,IN,Middle,Saint Joseph,Granger,7372,Discovery Middle School,7175,Penn-Harris-Madison School Corp,06-08,N,,N,,,10/1/2017,10,2017,918,783,111,24,,1475,285,5790,,0,0,0,,,0,20,,,,,,,,,1760,88,0,,IN@7372@7175,180876000794,SY17-18,,135,0.147058824,Public,,,,,,
IN,Public,,4770 S State Rd 162,47542,IN,Middle,Dubois,Huntingburg,1586,Cedar Crest Intermediate School,2100,Southeast Dubois County Schools,05-06,N,,N,,,10/1/2017,10,2017,207,153,42,12,,614,186,2246,,0,0,0,,,0,17,,,,,,,,,800,47.058823529,0,,IN@1586@2100,181064002177,SY17-18,,54,0.260869565,Public,,,,,,
IN,Public,,4310 Homestead Rd,46814,IN,High,Allen,Fort Wayne,0047,Homestead Sr. High School,0125,MSD Southwest Allen Co Schools,09-12,N,,N,,,10/1/2017,10,2017,2359,2085,192,82,,2893,1062,17025,,0,0,0,,,0,21,,,,,,,,,3955,188.333333333,0,,IN@0047@0125,180003000002,SY17-18,,274,0.116150911,Public,,,,,,
IN,Nonpublic,,1300 Harmony Way,47720,IN,High,Vanderburgh,Evansville,D530,Mater Dei High School,K268,Mater Dei High School,09-12,N,,N,,,10/1/2017,10,2017,523,471,36,16,,593,244,7116,,0,0,0,,,0,20,,,,,,,,,837,41.85,0,,IN@D530@K268,,SY17-18,,52,0.099426386,,,,,,,
IN,Nonpublic,,PO Box 430,46310,IN,High,Jasper,DeMotte,B469,Covenant Christian High School,K111,Covenant Christian High School,09-12,N,,N,,,10/1/2017,10,2017,0,0,0,0,,0,0,0,,0,0,0,,,0,0,,,,,,,,,0,,0,,IN@B469@K111,,SY17-18,,0,,,,,,,,
IN,Nonpublic,,707 Providence Way,47129,IN,High,Clark,Clarksville,A575,Our Lady of Providence High School,K045,Our Lady of Providence High School,09-12,N,,N,,,10/1/2017,10,2017,447,411,25,11,,156,80,2052,,0,0,0,,,0,12,,,,,,,,,236,19.666666667,0,,IN@A575@K045,,SY17-18,,36,0.080536913,,,,,,,
IN,Nonpublic,,1300 E Washington Center Rd,46825,IN,High,Allen,Fort Wayne,A120,Bishop Dwenger High School,K006,Bishop Dwenger High School,09-12,N,,N,,,10/1/2017,10,2017,1074,906,110,58,,1722,890,12250,,0,0,0,,,0,20,,,,,,,,,2612,130.6,0,,IN@A120@K006,,SY17-18,,168,0.156424581,,,,,,,
IN,,,,,,,Putnam,,7080,Area 30 Career Center,6700,Area 30 Career Center,,N,,N,,,10/1/2017,10,2017,334,203,102,29,,814,146,905,,53,11,2,,,17,17,,Cafeteria,,,,,,,960,56.470588235,64,3.764705882,IN@7080@6700,180003402107,SY17-18,,131,0.392215569,,,,,Cafeteria,,
IN,,,,,,,Huntington,,3073,Horace Mann Education Center,3625,Huntington County Community School Corporation,,N,,N,,,10/1/2017,10,2017,28,7,16,5,,180,10,46,,241,59,102,,,17,17,,Cafeteria,,,,,,,190,11.176470588,300,17.647058824,IN@3073@3625,180471000785,SY17-18,,21,0.75,,,,,Cafeteria,,
IN,,,,,,,Marion,,5485,714 Shortridge School,5385,Indianapolis Public Schools,,Y,,N,,,10/1/2017,10,2017,419,8,411,0,,3840,0,72,,1563,0,29,,,11,11,,Cafeteria,,,,,,,3840,349.090909091,1563,142.090909091,IN@5485@5385,180477002238,SY17-18,,411,0.981595092,,,,,Cafeteria,,
IN,,,,,,,Morgan,,6367,Central Elementary School,5925,MSD of Martinsville,,N,,N,,,10/1/2017,10,2017,117,51,54,12,,245,62,126,,321,101,280,,,17,17,,Cafeteria,,,,,,,307,18.058823529,422,24.823529412,IN@6367@5925,180651001130,SY17-18,,66,0.564102564,,,,,Cafeteria,,
IN,,,,,,,Morgan,,6333,Bell Intermediate Academy,5925,MSD of Martinsville,,N,,N,,,10/1/2017,10,2017,669,329,279,61,,3465,684,2448,,1043,355,770,,,16,16,,Cafeteria,,,,,,,4149,259.3125,1398,87.375,IN@6333@5925,180651001134,SY17-18,,340,0.508221226,,,,,Cafeteria,,
IN,,,,,,,Vanderburgh,,8341,Oak Hill Middle School,7995,Evansville-Vanderburgh Schools,,N,,N,,,10/1/2017,10,2017,931,759,129,43,,2034,628,8200,,828,133,1063,,,19,19,,Cafeteria,,,,,,,2662,140.105263158,961,50.578947368,IN@8341@7995,,SY17-18,,172,0.184747583,,,,,Cafeteria,,
IN,,,,,,,Lake,,81930,Career Resource Center,4690,Gary Community School Corporation,,Y,,N,,,10/1/2017,10,2017,80,0,80,0,,1106,0,0,,866,0,0,,,22,22,,Cafeteria,,,,,,,1106,50.272727273,866,39.363636364,IN@81930@4690,,SY17-18,,80,1,,,,,Cafeteria,,
IN,,,,,,,Lake,,9705,Hammond Urban Academy,9705,Hammond Urban Academy,,N,,N,,,10/1/2017,10,2017,536,186,298,52,,2600,339,606,,275,63,38,,,19,19,,Cafeteria,,,,,,,2939,154.684210526,338,17.789473684,IN@9705@9705,,SY17-18,,350,0.652985075,,,,,Cafeteria,,
IN,,,,,,,Marion,,90012,ELC Mary Castle,5330,MSD of Lawrence Township,,N,,N,,,10/1/2017,10,2017,354,178,146,30,,2029,433,1777,,996,206,698,,,17,17,,Cafeteria,,,,,,,2462,144.823529412,1202,70.705882353,IN@90012@5330,,SY17-18,,176,0.497175141,,,,,Cafeteria,,
IN,,,,,,,Sullivan,,7925,Shelburn School,7645,Northeast School Corporation,,N,,N,,,10/1/2017,10,2017,191,85,88,18,,1186,229,828,,394,56,39,,,17,17,,Cafeteria,,,,,,,1415,83.235294118,450,26.470588235,IN@7925@7645,,SY17-18,,106,0.554973822,,,,,Cafeteria,,
IN,,,,,,,Allen,,0912,Freshman Campus,0225,Northwest Allen County Schools,,N,,N,,,10/1/2017,10,2017,685,552,94,39,,1547,602,6825,,137,1,52,,,20,20,,Cafeteria,,,,,,,2149,107.45,138,6.9,IN@0912@0225,,SY17-18,,133,0.194160584,,,,,Cafeteria,,
IN,,,,,,,Wayne,,9037,Starr Academy,8385,Richmond Community Schools,,Y,,N,,,10/1/2017,10,2017,323,0,323,0,,4337,0,0,,3052,0,0,,,16,16,,Cafeteria,,,,,,,4337,271.0625,3052,190.75,IN@9037@8385,,SY17-18,,323,1,,,,,Cafeteria,,
IN,,,,,,,Blackford,,0450,Prairie Crossing Elementary School,0395,Benton Community School Corp,,N,,N,,,10/1/2017,10,2017,457,194,219,44,,3625,630,2136,,1804,337,165,,,19,19,,Cafeteria,,,,,,,4255,223.947368421,2141,112.684210526,IN@0450@0395,,SY17-18,,263,0.575492341,,,,,Cafeteria,,
IN,,,,,,,Marion,,5706,267 Lutherwood 2,5385,Indianapolis Public Schools,,Y,,N,,,10/1/2017,10,2017,41,1,40,0,,268,0,5,,216,0,4,,,21,21,,Cafeteria,,,,,,,268,12.761904762,216,10.285714286,IN@5706@5385,,SY17-18,,40,0.981684982,,,,,Cafeteria,,
IN,,,,,,,Marion,,90011,ELC Brook Park,5330,MSD of Lawrence Township,,Y,,N,,,10/1/2017,10,2017,379,0,379,0,,5458,0,0,,3911,0,0,,,17,17,,Cafeteria,,,,,,,5458,321.058823529,3911,230.058823529,IN@90011@5330,,SY17-18,,379,1,,,,,Cafeteria,,
IN,,,,,,,Marion,,0423,723 Northwest Community,5385,Indianapolis Public Schools,,Y,,N,,,10/1/2017,10,2017,892,60,832,0,,5237,0,376,,1855,0,133,,,11,11,,Cafeteria,,,,,,,5237,476.090909091,1855,168.636363636,IN@0423@5385,,SY17-18,,832,0.933012649,,,,,Cafeteria,,
IN,,,,,,,Wayne,,9011,Youth Services,8385,Richmond Community Schools,,N,,N,,,10/1/2017,10,2017,125,23,100,2,,617,26,15,,481,6,14,,,16,16,,Cafeteria,,,,,,,643,40.1875,487,30.4375,IN@9011@8385,,SY17-18,,102,0.816,,,,,Cafeteria,,
IN,,,,,,,Marion,,5528,528 Longfellow Magnet Middle School 28,5385,Indianapolis Public Schools,,Y,,N,,,10/1/2017,10,2017,343,6,337,0,,3382,0,63,,1530,0,29,,,11,11,,Cafeteria,,,,,,,3382,307.454545455,1530,139.090909091,IN@5528@5385,,SY17-18,,337,0.981712627,,,,,Cafeteria,,
IN,,,,,,,Allen,,0289,Woodlan Elementary School,0255,East Allen County Schools,,N,,N,,,10/1/2017,10,2017,551,342,167,42,,2817,659,4979,,827,163,667,,,20,20,,Cafeteria,,,,,,,3476,173.8,990,49.5,IN@0289@0255,,SY17-18,,209,0.379310345,,,,,Cafeteria,,
IN,,,,,,,Lake,,3795,River Forest Jr/ Senior High School,4590,River Forest Community School Corp,,N,,N,,,10/1/2017,10,2017,1018,299,635,84,,8905,1209,2453,,3386,395,532,,,19,19,,Cafeteria,,,,,,,10114,532.315789474,3781,199,IN@3795@4590,,SY17-18,,719,0.706286837,,,,,Cafeteria,,
IN,,,,,,,Howard,,3503,Lincoln Alternative School,3500,Kokomo School Corporation,,N,,N,,,10/1/2017,10,2017,4,0,4,0,,28,0,0,,45,0,0,,,16,16,,Cafeteria,,,,,,,28,1.75,45,2.8125,IN@3503@3500,,SY17-18,,4,1,,,,,Cafeteria,,
IN,,,,,,,Marion,,4894,James & Rosemary Phalen Leadership Academy,9925,Phalen Academy,,Y,,N,,,10/1/2017,10,2017,117,0,117,0,,1180,0,0,,499,0,0,,,12,12,,Cafeteria,,,,,,,1180,98.333333333,499,41.583333333,IN@4894@9925,,SY17-18,,117,1,,,,,Cafeteria,,
IN,,,,,,,Marion,,5871,Christel House Academy West,9380,Christel House Academy,,N,,N,,,10/1/2017,10,2017,323,8,283,32,,4011,450,101,,3714,423,110,,,16,16,,Cafeteria,,,,,,,4461,278.8125,4137,258.5625,IN@5871@9380,,SY17-18,,315,0.975232198,,,,,Cafeteria,,
IN,,,,,,,Marion,,5670,498  New Horizons School,5385,Indianapolis Public Schools,,Y,,N,,,10/1/2017,10,2017,37,1,36,0,,273,0,5,,192,0,4,,,11,11,,Cafeteria,,,,,,,273,24.818181818,192,17.454545455,IN@5670@5385,,SY17-18,,36,0.982014388,,,,,Cafeteria,,
IN,,,,,,,Delaware,,1441,Burris Laboratory,1441,University Schools/Burris Laboratory School,,N,,N,,,10/1/2017,10,2017,670,509,102,59,,968,514,1515,,156,99,31,,,18,18,,Cafeteria,,,,,,,1482,82.333333333,255,14.166666667,IN@1441@1441,,SY17-18,,161,0.240298507,,,,,Cafeteria,,
IN,,,,,,,Madison,,5051,Killbuck Elementary School,5275,Anderson Community School Corp,,N,,N,,,10/1/2017,10,2017,284,54,209,21,,2109,180,321,,1505,144,143,,,12,12,,Cafeteria,,,,,,,2289,190.75,1649,137.416666667,IN@5051@5275,,SY17-18,,230,0.809859155,,,,,Cafeteria,,
IN,,,,,,,Boone,,0516,Zionsville Middle School,0630,Zionsville Community Schools,,N,,N,,,10/1/2017,10,2017,1174,1129,36,9,,384,90,5648,,33,0,75,,,16,17,,Cafeteria,,,,,,,474,27.882352941,33,2.0625,IN@0516@0630,,SY17-18,,45,0.038330494,,,,,Cafeteria,,
IN,,,,,,,Hamilton,,0500,Riverside Intermediate,3005,Hamilton Southeastern Schools,,N,,N,,,10/1/2017,10,2017,929,785,109,35,,1523,495,7888,,290,106,203,,,17,17,,Cafeteria,,,,,,,2018,118.705882353,396,23.294117647,IN@0500@3005,,SY17-18,,144,0.155005382,,,,,Cafeteria,,
IN,,,,,,,Allen,,0278,Center for Academic Success at Anthis,0235,Fort Wayne Community Schools,,Y,,N,,,10/1/2017,10,2017,28,1,27,0,,372,0,20,,308,0,17,,,21,21,,Cafeteria,,,,,,,372,17.714285714,308,14.666666667,IN@0278@0235,,SY17-18,,27,0.948979592,,,,,Cafeteria,,
IN,,,,,,,Lake,,4027,Gary Middle College,9545,21st Century Charter School @ Gary,,Y,,N,,,10/1/2017,10,2017,228,0,228,0,,791,0,0,,203,0,0,,,22,22,,Cafeteria,,,,,,,791,35.954545455,203,9.227272727,IN@4027@9545,,SY17-18,,228,1,,,,,Cafeteria,,
IN,,,,,,,Lake,,4287,Eagle Park Schools,4600,Merrillville Community School Corp,,N,,N,,,10/1/2017,10,2017,121,36,72,13,,828,182,242,,873,165,207,,,20,20,,Cafeteria,,,,,,,1010,50.5,1038,51.9,IN@4287@4600,,SY17-18,,85,0.702479339,,,,,Cafeteria,,
IN,,,,,,,Marion,,15371,Irvington High School,9330,Irvington Community School Inc,,N,,N,,,10/1/2017,10,2017,351,126,198,27,,1472,188,386,,224,17,29,,,11,11,,Cafeteria,,,,,,,1660,150.909090909,241,21.909090909,IN@15371@9330,,SY17-18,,225,0.641025641,,,,,Cafeteria,,
IN,,,,,,,Marion,,1122,Riverside High School,9650,Herron High School,,N,,N,,,10/1/2017,10,2017,135,46,74,15,,996,161,389,,453,60,79,,,18,18,,Cafeteria,,,,,,,1157,64.277777778,513,28.5,IN@1122@9650,,SY17-18,,89,0.659259259,,,,,Cafeteria,,
IN,,,,,,,Marion,,5899,Vision Academy,9645,Avondale Meadows Academy,,Y,,N,,,10/1/2017,10,2017,429,51,378,0,,4206,0,568,,3740,0,505,,,16,16,,Cafeteria,,,,,,,4206,262.875,3740,233.75,IN@5899@9645,,SY17-18,,378,0.881022204,,,,,Cafeteria,,
IN,,,,,,,Marion,,7094,Avondale Meadows Middle School,9645,Avondale Meadows Academy,,Y,,N,,,10/1/2017,10,2017,92,3,89,0,,996,0,32,,798,0,25,,,16,16,,Cafeteria,,,,,,,996,62.25,798,49.875,IN@7094@9645,,SY17-18,,89,0.968871595,,,,,Cafeteria,,
IN,,,,,,,Marion,,90013,ELC Winding Ridge,5330,MSD of Lawrence Township,,Y,,N,,,10/1/2017,10,2017,377,0,377,0,,5616,0,0,,3995,0,0,,,17,17,,Cafeteria,,,,,,,5616,330.352941176,3995,235,IN@90013@5330,,SY17-18,,377,1,,,,,Cafeteria,,
IN,,,,,,,Marion,,5305,Rise Learning Center,5340,Perry Township Schools,,N,,N,,,10/1/2017,10,2017,125,54,56,15,,503,122,226,,476,125,226,,,12,12,,Cafeteria,,,,,,,625,52.083333333,601,50.083333333,IN@5305@5340,,SY17-18,,71,0.568,,,,,Cafeteria,,
IN,,,,,,,Howard,,2957,Darrough Chapel Head Start Center,3500,Kokomo School Corporation,,N,,N,,,10/1/2017,10,2017,290,0,290,0,,3131,0,0,,3133,0,0,,,15,15,,Cafeteria,,,,,,,3131,208.733333333,3133,208.866666667,IN@2957@3500,,SY17-18,,290,1,,,,,Cafeteria,,
IN,,,,,,,Marion,,5559,359 Merle Sidener Gifted Academy,5385,Indianapolis Public Schools,,Y,,N,,,10/1/2017,10,2017,354,7,347,0,,3042,0,57,,1602,0,30,,,21,21,,Cafeteria,,,,,,,3042,144.857142857,1602,76.285714286,IN@5559@5385,,SY17-18,,347,0.981606970,,,,,Cafeteria,,
IN,,,,,,,Porter,,6811,Special Education Learning Center,6560,Valparaiso Community Schools,,N,,N,,,10/1/2017,10,2017,121,58,52,11,,556,139,254,,509,96,116,,,20,20,,Cafeteria,,,,,,,695,34.75,605,30.25,IN@6811@6560,,SY17-18,,63,0.520661157,,,,,Cafeteria,,
IN,,,,,,,Vanderburgh,,8281,Culver Family Learning Center,7995,Evansville-Vanderburgh Schools,,N,,N,,,10/1/2017,10,2017,181,52,121,8,,1938,129,655,,1818,128,653,,,19,19,,Cafeteria,,,,,,,2067,108.789473684,1946,102.421052632,IN@8281@7995,,SY17-18,,129,0.712707182,,,,,Cafeteria,,
IN,,,,,,,Clark,,Z715,Clark Co. Juvenile Detention Center,K308,Clark County Juvenile Detention Center,,N,,N,,,10/1/2017,10,2017,14,0,14,0,,357,0,0,,358,0,0,,,31,31,,Cafeteria,,,,,,,357,11.516129032,358,11.548387097,IN@Z715@K308,,SY17-18,,14,1,,,,,Cafeteria,,
IN,,,,,,,Hamilton,,Z322,Hamilton County Juvenile Services Center,K322,Hamilton County Juvenile Services Center,,N,,N,,,10/1/2017,10,2017,23,0,23,0,,492,0,0,,531,0,0,,,31,31,,Cafeteria,,,,,,,492,15.870967742,531,17.129032258,IN@Z322@K322,,SY17-18,,23,1,,,,,Cafeteria,,
IN,,,,,,,Boone,,Z303,Temple Home,K034,Indiana United Methodist Childrens Home Inc,,N,,N,,,10/1/2017,10,2017,8,0,8,0,,219,0,0,,234,0,0,,,31,31,,Cafeteria,,,,,,,219,7.064516129,234,7.548387097,IN@Z303@K034,,SY17-18,,8,1,,,,,Cafeteria,,
IN,,,,,,,Boone,,Z302,Godwin Home,K034,Indiana United Methodist Childrens Home Inc,,N,,N,,,10/1/2017,10,2017,8,0,8,0,,226,0,0,,223,0,0,,,31,31,,Cafeteria,,,,,,,226,7.290322581,223,7.193548387,IN@Z302@K034,,SY17-18,,8,1,,,,,Cafeteria,,
IN,,,,,,,Boone,,Z301,Coons Home,K034,Indiana United Methodist Childrens Home Inc,,N,,N,,,10/1/2017,10,2017,7,0,7,0,,136,0,0,,217,0,0,,,31,31,,Cafeteria,,,,,,,136,4.387096774,217,7,IN@Z301@K034,,SY17-18,,7,1,,,,,Cafeteria,,
IN,,,,,,,Boone,,Z300,Wesley Home,K034,Indiana United Methodist Childrens Home Inc,,N,,N,,,10/1/2017,10,2017,5,0,5,0,,131,0,0,,132,0,0,,,31,31,,Cafeteria,,,,,,,131,4.225806452,132,4.258064516,IN@Z300@K034,,SY17-18,,5,1,,,,,Cafeteria,,
IN,,,,,,,Delaware,,Z283,TASC,K054,Youth Opportunity Center Inc,,N,,N,,,10/1/2017,10,2017,27,0,27,0,,527,0,0,,562,0,0,,,31,31,,Cafeteria,,,,,,,527,17,562,18.129032258,IN@Z283@K054,,SY17-18,,27,1,,,,,Cafeteria,,
