IRN,ORGANIZATION NAME,SCHOOL TYPE,GRADE SPAN,ORGANIZATION TYPE,ORGANIZATION CATEGORY,STATUS,DESIGNATED COUNTY,WEB URL,ORG EMAIL ADDRESS,ORG MAILING ADDRESS,ORG PHONE,ORG FAX,SUPERINTENDENT,SUPERINTENDENT EMAIL,SUPERINTENDENT PHONE,TREASURER,TREASURER EMAIL,TREASURER PHONE,PRINCIPAL,PRINCIPAL EMAIL,PRINCIPAL PHONE,PARENT IRN,PARENT ORGANIZATION NAME
008763,Indian Hill Elementary School,Elementary School,3-5,Public School,School,Open,Hamilton,N/A,whitney.buell@indianhillschools.org,"6100 Drake Rd, Cincinnati, Ohio, 45243",(513) 272-4703,(513) 272-4708,N/A,N/A,N/A,N/A,N/A,N/A,Whitney Buell,whitney.buell@indianhillschools.org,(513) 314-7225,045435,Indian Hill Exempted Village
008789,Driscoll Elementary School,Elementary School,2-5,Public School,School,Open,Montgomery,N/A,cherie.colopy@centerville.k12.oh.us,"5767 Marshall Rd, Dayton, Ohio, 45429",(937) 434-0562,(937) 434-0393,N/A,N/A,N/A,N/A,N/A,N/A,Erin Elsner,erin.elsner@centerville.k12.oh.us,(937) 901-9308,043737,Centerville City
008805,Dueber Elementary School,Elementary School,"K-2,P",Public School,School,Open,Stark,N/A,N/A,"815 Dueber Ave SW, Canton, Ohio, 44706",(330) 580-3517,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jolinda Seiple,seiple_j@ccsdistrict.org,(330) 438-2500,043711,Canton City
008813,Dunbar Elementary School,Elementary School,K-2,Public School,School,Open,Summit,N/A,N/A,"731 Dunbar Rd, Tallmadge, Ohio, 44278",(330) 633-4515,(330) 630-5981,N/A,N/A,N/A,N/A,N/A,N/A,Courtney Davis,davis.courtney@tallmadgeschools.org,(330) 633-4515,044883,Tallmadge City
008821,Dunbar Early College High School,High School,9-12,Public School,School,Open,Montgomery,N/A,pdcombs@dps.k12.oh.us,"1400 Albritton Dr, Dayton, Ohio, 45408",(937) 542-6760,(937) 542-6761,N/A,N/A,N/A,N/A,N/A,N/A,Crystal Phillips,cphillip@dps.k12.oh.us,(937) 397-3652,043844,Dayton City
008839,Duncan Falls Elementary School,Elementary School,"K-5,P",Public School,School,Open,Muskingum,http://www.franklinlocalschools.org,N/A,"397 Oak St, Duncan Falls, Ohio, 43734",(740) 674-5211,(740) 674-4117,N/A,N/A,N/A,N/A,N/A,N/A,Dustan Henderson,dustan.henderson@franklinlocalschools.org,(740) 674-5211,048843,Franklin Local 
008847,Philo Junior High School,Junior High School,6-8,Public School,School,Open,Muskingum,http://www.franklin-local.k12.oh.us,N/A,"225 Market St, Philo, Ohio, 43771",(740) 674-5210,(740) 674-5217,N/A,N/A,N/A,N/A,N/A,N/A,Robert Preston,Rob.preston@franklinlocalschools.org,(740) 674-5210,048843,Franklin Local 
008854,Dundee Elementary School,Elementary School,K-6,Public School,School,Open,Tuscarawas,N/A,N/A,"8072 School St, Dundee, Ohio, 44624",(330) 852-2022,(330) 852-9952,N/A,N/A,N/A,N/A,N/A,N/A,Curtis Fisher,cfisher@garaway.org,(330) 852-2441,050278,Garaway Local
008888,Dunloe Elementary School,Elementary School,K-5,Public School,School,Open,Franklin,N/A,N/A,"3200 Dunloe Rd, Columbus, Ohio, 43232",(614) 833-2008,(614) 833-2007,N/A,N/A,N/A,N/A,N/A,N/A,Naim Sanders,naim.sanders@gocruisers.org,(614) 984-4909,046979,Groveport Madison Local
008896,Durling Middle School,Middle School,5-8,Public School,School,Open,Lorain,N/A,N/A,"100 N Ridge Rd W, Lorain, Ohio, 44053",(440) 233-6869,(440) 233-6204,N/A,N/A,N/A,N/A,N/A,N/A,Laura Manning,sunnygirl0925@gmail.com,(440) 336-2307,048132,Clearview Local
008912,Duxberry Park Alternative Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,N/A,N/A,"1779 E Maynard Ave, Columbus, Ohio, 43219",(614) 365-6023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nicole Henry,nhenry4806@columbus.k12.oh.us,(614) 519-1655,043802,Columbus City School District
008920,E A Powell Elementary School,Elementary School,K-6,Public School,School,Open,Wood,N/A,slockwood@nbls.org,"500 N Main St, North Baltimore, Ohio, 45872",(419) 257-2124,(419) 257-3044,N/A,N/A,N/A,N/A,N/A,N/A,Ryan Delaney,rdelaney@nbls.org,(419) 651-6633,050708,North Baltimore Local
008946,East Elementary School,Elementary School,K-5,Public School,School,Open,Wyandot,N/A,laurie_v@usevs.org,"401 N 3rd St, Upper Sandusky, Ohio, 43351",(419) 294-2396,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Angela Murphy,murphy_a@usevs.org,(740) 360-7695,045625,Upper Sandusky Exempted Village
008953,East Canton Elementary School,Elementary School,"K-5,P",Public School,School,Open,Stark,N/A,mdavis@wizard.sparcc.org,"310 Browning Ct N, East Canton, Ohio, 44730",(330) 488-0392,(330) 488-4014,N/A,N/A,N/A,N/A,N/A,N/A,Rebecca Carter,rebecca.carter@osnaburglocal.org,N/A,049916,Osnaburg Local
008961,East Canton High School,High School,9-12,Public School,School,Open,Stark,http://www.ecweb.sparcc.org,amangun@wizard.sparcc.org,"310 Browning Ct N, East Canton, Ohio, 44730",(330) 488-0316,(330) 488-4015,N/A,N/A,N/A,N/A,N/A,N/A,Andrew Mangun,mangun68@gmail.com,(330) 495-4266,049916,Osnaburg Local
008979,Midview West Elementary School,Elementary School,"P,K,3-4",Public School,School,Open,Lorain,N/A,N/A,"13080 Durkee Rd, Grafton, Ohio, 44044",(440) 748-2305,(440) 748-4032,N/A,N/A,N/A,N/A,N/A,N/A,Patricia Hamilton,phamilton@midviewk12.org,(440) 748-2305,048173,Midview Local
008987,East Clark,Elementary School,"P,K-8",Public School,School,Open,Cuyahoga,N/A,N/A,"885 E 146th St, Cleveland, Ohio, 44110",(216) 838-0650,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Charlene Hilliard,Charlene.hilliard@clevelandmetroschools.org,(216) 838-0650,043786,Cleveland Municipal
008995,East Clinton High School,High School,9-12,Public School,School,Open,Clinton,N/A,N/A,"174 Larrick Rd, Sabina, Ohio, 45169",(937) 584-2474,(937) 584-7451,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,046409,East Clinton Local
009001,East Columbus Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,N/A,N/A,"3100 E. 7th Ave, Columbus, Ohio, 43219",(614) 365-6147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jaime Spreen,jtaylor4627@columbus.k12.oh.us,(614) 365-5935,043802,Columbus City School District
009027,East End Elementary School,Elementary School,K-5,Public School,School,Open,Clinton,N/A,N/A,"769 Rombach Ave, Wilmington, Ohio, 45177",(937) 382-2443,(937) 382-2872,N/A,N/A,N/A,N/A,N/A,N/A,Jennifer Martin,jmartin@wilmington.k12.oh.us,(937) 728-3484,045112,Wilmington City
009043,East Knox Junior/Senior High School,High School,7-12,Public School,School,Open,Knox,www.ekschools.org,N/A,"23227 Coshocton Rd, Howard, Ohio, 43028",(740) 599-7000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alan Keesee,akeesee@ekschools.org,(740) 599-7000,047845,East Knox Local
009076,East Linden Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,N/A,N/A,"2505 Brentnell Ave, Columbus, Ohio, 43211",(614) 365-5459,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cheryl Jones,cmcaka1908@aol.com,(614) 365-5459,043802,Columbus City School District
009084,East Liverpool High School,High School,9-12,Public School,School,Open,Columbiana,N/A,N/A,"100 Maine Blvd, East Liverpool, Ohio, 43920",(330) 386-8750,(330) 386-8753,N/A,N/A,N/A,N/A,N/A,N/A,Randy Taylor,rtaylor@elcsd.k12.oh.us,(330) 385-7132,043919,East Liverpool City
009118,Jesse Beer - Madison Early Childhood Learning Center,Elementary School,P,Public School,School,Open,Richland,N/A,N/A,"103 Bahl Ave, Mansfield, Ohio, 44905",(419) 589-7851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,049452,Madison Local
009134,East Palestine High School,High School,9-12,Public School,School,Open,Columbiana,N/A,N/A,"360 W Grant St, East Palestine, Ohio, 44413",(330) 426-9401,(330) 426-5105,N/A,N/A,N/A,N/A,N/A,N/A,Christopher Neifer,chris.neifer@myepschools.org,(330) 426-5401,043927,East Palestine City
009159,Prospect Elementary School,Elementary School,K-3,Public School,School,Open,Trumbull,N/A,N/A,"700 E Prospect St, Girard, Ohio, 44420",(330) 545-3854,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Debra Gratz,debra.gratz@neomin.org,N/A,044065,Girard City School District
009167,Mississinawa Valley Elementary School,Elementary School,K-6,Public School,School,Open,Darke,N/A,stephanie.klingshirn@darke.k12.oh.us,"10480 Staudt Rd, Union City, Ohio, 45390",(937) 968-4464,(937) 968-6731,N/A,N/A,N/A,N/A,N/A,N/A,Stephanie Klingshirn,stephanie_klingshirn@mississinawa.org,(937) 968-4111,046672,Mississinawa Valley Local
009225,Eagle Point Elementary School,Elementary School,3-5,Public School,School,Open,Wood,N/A,N/A,"203 Eagle Point Rd, Rossford, Ohio, 43460",N/A,() 666-1174,N/A,N/A,N/A,N/A,N/A,N/A,Jeffrey Taylor,jtaylor@rossfordschools.org,(419) 666-1174,045609,Rossford Exempted Village
009233,Eakin Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,N/A,N/A,"3774 Eakin Rd, Columbus, Ohio, 43228",(614) 365-5928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Theresa Eraybar,teraybar7751@columbus.k12.oh.us,(614) 783-5501,043802,Columbus City School District
009241,East Elementary School,Elementary School,K-5,Public School,School,Open,Tuscarawas,N/A,halll@npschools.org,"470 Fair Ave NE, New Philadelphia, Ohio, 44663",(330) 364-0715,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ryan Holmes,holmesr@npschools.org,(330) 364-0755,044487,New Philadelphia City
009258,East Elementary School,Elementary School,K-5,Public School,School,Open,Knox,N/A,N/A,"714 E Vine St, Mount Vernon, Ohio, 43050",(740) 393-5985,(740) 393-5987,N/A,N/A,N/A,N/A,N/A,N/A,Karly Watterson,watterson.karly@northmor.k12.oh.us,(419) 961-4937,044420,Mount Vernon City
009274,East Elementary School,Elementary School,K-5,Public School,School,Open,Tuscarawas,N/A,N/A,"325 Betscher Ave, Dover, Ohio, 44622",(330) 364-7114,(330) 343-7070,N/A,N/A,N/A,N/A,N/A,N/A,Brooke Grafe,grafeb@dovertornadoes.com,(330) 340-5020,043893,Dover City
009282,Hollingsworth East Elementary School,Elementary School,K-2,Public School,School,Open,Preble,N/A,N/A,"506 Aukerman St, Eaton, Ohio, 45320",(937) 456-5173,(937) 456-4656,N/A,N/A,N/A,N/A,N/A,N/A,Pamela Friesel,eaho_pf@eaton.k12.oh.us,(937) 855-6580,043935,Eaton Community City
009308,St. Marys East Primary School,Elementary School,"K-2,P",Public School,School,Open,Auglaize,N/A,sue.sherman@smriders.net,"650 Armstrong St, Saint Marys, Ohio, 45885",(419) 394-2616,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Susan Sherman,Sue.Sherman@smriders.net,(419) 394-2616,044727,St Marys City
009324,Fort Recovery Middle School,Middle School,6-8,Public School,School,Open,Mercer,N/A,N/A,"865 Sharpsburg Rd, Fort Recovery, Ohio, 45846",(419) 375-2815,(419) 375-1126,N/A,N/A,N/A,N/A,N/A,N/A,Anthony Stahl,stahlt@fortrecoveryschools.org,(419) 852-1320,048595,Fort Recovery Local
009340,Mt. Pleasant Elementary School,Elementary School,K-5,Public School,School,Open,Fairfield,N/A,N/A,"712 N Broad St, Lancaster, Ohio, 43130",(740) 687-7338,(740) 687-7207,N/A,N/A,N/A,N/A,N/A,N/A,Shannon Burke,shannon_burke@lancaster.k12.oh.us,(740) 687-7354,044206,Lancaster City
009365,Greenville Elementary School,Elementary School,K-4,Public School,School,Open,Darke,http://www.greenville.k12.oh.us,jharter@gcswave.com,"1111 N Ohio St, Greenville, Ohio, 45331",(937) 548-3185,(937) 548-8125,N/A,N/A,N/A,N/A,N/A,N/A,Jody Harter,jharter@gcswave.com,(937) 548-1013,044099,Greenville City 
009373,Chesapeake Middle School,Middle School,5-8,Public School,School,Open,Lawrence,http://www.peake.k12.oh.us,N/A,"10335 County Road 1, Chesapeake, Ohio, 45619",(740) 867-3972,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ty Johnson,johnson_ty@yahoo.com,(740) 259-5551,045294,Chesapeake Union Exempted Village
009381,Celina Primary School,Elementary School,K-2,Public School,School,Open,Mercer,N/A,N/A,"615 E Wayne St, Celina, Ohio, 45822",(419) 586-8300,(419) 584-0215,N/A,N/A,N/A,N/A,N/A,N/A,Michelle Duncan,michelle.duncan@celinaschools.org,(419) 586-8300,043729,Celina City
009407,Waverly Primary School,Elementary School,K-2,Public School,School,Open,Pike,N/A,N/A,"7 Tiger Drive, Waverly, Ohio, 45690",(740) 947-2813,(740) 947-8284,N/A,N/A,N/A,N/A,N/A,N/A,Ashlee Stulley,astulley@waverly.k12.oh.us,(740) 222-6291,049148,Waverly City
009423,East Elementary School,Elementary School,4-5,Public School,School,Open,Champaign,N/A,N/A,"630 Washington Ave, Urbana, Ohio, 43078",(937) 653-1453,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jill Weimer,jill.weimer@urbanacityschools.org,(937) 653-1453,044941,Urbana City
009431,East Elementary School,Elementary School,K-6,Public School,School,Open,Athens,N/A,cgiardino@athenscsd.org,"3 Wallace Dr, Athens, Ohio, 45701",(740) 593-6901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Andrea Bobo,abobo@athenscsd.org,(740) 590-3315,043521,Athens City
009464,East Elementary School,Elementary School,"K-1,P",Public School,School,Open,Tuscarawas,http://www.nctschools.org,shermanti00@staff.nctschools.org,"137 S College St, Newcomerstown, Ohio, 43832",(740) 498-6601,(740) 498-4997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,045542,Newcomerstown Exempted Village
009498,East Community Learning Center,High School,7-12,Public School,School,Open,Summit,N/A,N/A,"80 Brittain Rd, Akron, Ohio, 44305",(330) 761-7920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vyrone Finney,vfinney@akron.k12.oh.us,(330) 958-0790,043489,Akron City
009514,East High School ,High School,9-12,Public School,School,Open,Franklin,N/A,N/A,"1500 E Broad St, Columbus, Ohio, 43205",(614) 365-6096,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Charles Richardson Jr,crichard@columbus.k12.oh.us,(614) 365-5325,043802,Columbus City School District
009522,Milkovich Middle School,Middle School,6-8,Public School,School,Open,Cuyahoga,N/A,lori.rodman@mapleschools.com,"19800 Stafford Ave, Maple Heights, Ohio, 44137",(216) 438-6000,(216) 587-4523,N/A,N/A,N/A,N/A,N/A,N/A,Loretta Rodman,lori.rodman@mapleschools.com,(440) 438-6000,044305,Maple Heights City
009555,East Technical High School,High School,9-12,Public School,School,Open,Cuyahoga,N/A,N/A,"2439 E 55th St, Cleveland, Ohio, 44104",(216) 838-1000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Temujin Taylor,Temujin.Taylor@clevelandmetroschools.org,(216) 283-1121,043786,Cleveland Municipal
009571,Eastern High School,High School,9-12,Public School,School,Open,Meigs,N/A,N/A,"38900 State Route 7, Reedsville, Ohio, 45772",(740) 985-3329,(740) 667-3978,N/A,N/A,N/A,N/A,N/A,N/A,Shawn Bush,sbush@easternlocal.net,(740) 985-3329,048512,Eastern Local
009589,Eastern High School,High School,9-12,Public School,School,Open,Pike,N/A,N/A,"1170 Tile Mill Rd, Beaver, Ohio, 45613",(740) 226-2231,(740) 226-1331,N/A,N/A,N/A,N/A,N/A,N/A,Matthew Hines,matt.hines@easternpike.com,(740) 222-5642,049122,Eastern Local School District
009613,Easthaven Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,N/A,N/A,"2360 Garnet Pl, Columbus, Ohio, 43232",(614) 365-6149,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Verniedo Miller,vrmill1972@yahoo.com,(614) 604-9007,043802,Columbus City School District
009621,Eastlake Middle School,Middle School,6-8,Public School,School,Open,Lake,N/A,N/A,"35972 Lake Shore Blvd, Eastlake, Ohio, 44095",(440) 942-5696,(440) 918-8973,N/A,N/A,N/A,N/A,N/A,N/A,Michael Chokshi,michael.Chokshi@WESchools.org,(440) 975-3732,045104,Willoughby-Eastlake City
009647,Eastmont Park  PreK-6 School,Elementary School,"P,K-8",Public School,School,Open,Montgomery,N/A,N/A,"1480 Edendale Rd, Dayton, Ohio, 45432",(937) 542-4490,(937) 542-4491,N/A,N/A,N/A,N/A,N/A,N/A,Celeste Hoerner,choerner@dps.k12.oh.us,(937) 542-4514,043844,Dayton City
009688,Claymont Elementary School,Elementary School,2-3,Public School,School,Open,Tuscarawas,N/A,N/A,"1200 Eastport Ave, Uhrichsville, Ohio, 44683",(740) 922-4641,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Elizabeth DiDonato,edidonato@claymontschools.org,(740) 922-4641,043778,Claymont City
009704,Eastview Elementary School,Elementary School,K-4,Public School,School,Open,Richland,N/A,N/A,"1262 Eastview Dr, Mansfield, Ohio, 44905",(419) 589-7335,(419) 589-3031,N/A,N/A,N/A,N/A,N/A,N/A,Melissa Wigton,mwigton@mlsd.net,N/A,049452,Madison Local
009712,Eastview Elementary School,Elementary School,K-4,Public School,School,Open,Lorain,N/A,N/A,"230 Lear Rd, Avon Lake, Ohio, 44012",(440) 933-6283,N/A,N/A,N/A,N/A,N/A,N/A,N/A,James Franko Jr,frankojamie@hotmail.com,(440) 221-6929,048124,Avon Lake City
009720,Revere Middle School,Middle School,6-8,Public School,School,Open,Summit,N/A,jmyers@revereschools.org,"3195 Spring Valley Rd, Akron, Ohio, 44333",(330) 666-4155,(330) 659-3795,N/A,N/A,N/A,N/A,N/A,N/A,Judith Myers,jmyers@revereschools.org,(330) 523-3114,050054,Revere Local
009738,Eastwood Elementary School,Elementary School,K-2,Public School,School,Open,Lorain,http://www.oberlin.k12.oh.us,N/A,"198 E College St, Oberlin, Ohio, 44074",(440) 775-3473,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Susan Raymont,salig@oberlinschools.net,(440) 775-3473,044594,Oberlin City Schools
009779,Eastwood I High School,High School,9-12,Public School,School,Open,Wood,N/A,N/A,"4900 Sugar Ridge Rd, Pemberville, Ohio, 43450",(419) 833-3611,(419) 833-6014,N/A,N/A,N/A,N/A,N/A,N/A,David Riley,driley@eastwoodschools.org,N/A,050674,Eastwood Local
009787,Lee Eaton Elementary School,Elementary School,5-6,Public School,School,Open,Summit,N/A,N/A,"115 Ledge Rd, Northfield, Ohio, 44067",(330) 467-0582,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Robert Schrembeck,rob.schrembeck@nordoniaschools.org,(330) 606-1556,050047,Nordonia Hills City
009803,Eaton High School,High School,9-12,Public School,School,Open,Preble,N/A,N/A,"600 Hillcrest Dr, Eaton, Ohio, 45320",(937) 456-1141,(937) 456-1143,N/A,N/A,N/A,N/A,N/A,N/A,Scott Couch,couchscott@hotmail.com,N/A,043935,Eaton Community City
009829,Echo Hills Elementary School,Elementary School,K-4,Public School,School,Open,Summit,N/A,N/A,"4405 Stow Rd, Stow, Ohio, 44224",(330) 689-5450,(330) 686-3129,N/A,N/A,N/A,N/A,N/A,N/A,David Ulbricht,dave.ulbricht@gmail.com,(330) 689-5454,044834,Stow-Munroe Falls City School District
009886,Edgerton Elementary School,Elementary School,"K-6,P",Public School,School,Open,Williams,N/A,N/A,"111 E River St, Edgerton, Ohio, 43517",(419) 298-2332,(419) 298-3466,N/A,N/A,N/A,N/A,N/A,N/A,Kermit Riehle,kriehle@edgertonschools.org,(419) 298-2112,050617,Edgerton Local
009894,Edgerton High School,High School,7-12,Public School,School,Open,Williams,N/A,rcade@edgertonls.org,"111 E River St, Edgerton, Ohio, 43517",(419) 298-2331,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roger Cade II,roger.cade@dys.ohio.gov,(740) 571-8282,050617,Edgerton Local
009902,Edgewater Elementary School,Elementary School,K-8,Public School,School,Open,Lucas,N/A,ebethany@tps.org,"5549 Edgewater Dr, Toledo, Ohio, 43611",(419) 726-2254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Elizabeth Bethany,ebethany@tps.org,(419) 472-0599,044909,Toledo City
009910,Edgewood Middle School,Middle School,5-7,Public School,School,Open,Wayne,N/A,N/A,"2695 Graustark Path, Wooster, Ohio, 44691",(330) 345-6475,(330) 345-8237,N/A,N/A,N/A,N/A,N/A,N/A,Bradley Warner,wstr_bwarner@woostercityschools.org,(330) 830-3901,045120,Wooster City
009928,Edgewood Elementary School,Elementary School,K-4,Public School,School,Open,Union,N/A,N/A,"203 Grove St, Marysville, Ohio, 43040",(937) 642-7801,(937) 642-1854,N/A,N/A,N/A,N/A,N/A,N/A,Tom Holdren,thomas.holdren@mevsd.us,(937) 578-6803,045476,Marysville Exempted Village
009936,Edgewood High School,High School,9-12,Public School,School,Open,Ashtabula,N/A,N/A,"2428 Blake Rd, Ashtabula, Ohio, 44004",(440) 997-5301,(440) 998-6143,N/A,N/A,N/A,N/A,N/A,N/A,Michael Notar,m.notar@buckeyeschools.info,(440) 997-5301,045856,Buckeye Local
009944,Wallace H Braden Middle School,Middle School,6-8,Public School,School,Open,Ashtabula,N/A,N/A,"3436 Edgewood Dr, Ashtabula, Ohio, 44004",(440) 998-0550,(440) 992-8369,N/A,N/A,N/A,N/A,N/A,N/A,William Billington,w.billington@buckeyeschools.info,(440) 998-0550,045856,Buckeye Local
009985,Edison Elementary School,Elementary School,K-5,Public School,School,Open,Lake,N/A,N/A,"5288 Karen Isle Dr, Willoughby, Ohio, 44094",(440) 942-2099,(440) 975-3837,N/A,N/A,N/A,N/A,N/A,N/A,Jatina Threat,jatina.threat@yahoo.com,(216) 926-3850,045104,Willoughby-Eastlake City
010025,Edison Elementary School,Elementary School,K-3,Public School,School,Open,Ashland,N/A,krmanley@ashlandcityschools.org,"1202 Masters Ave, Ashland, Ohio, 44805",(419) 289-7965,(419) 281-3947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,043505,Ashland City
010033,Edison PreK-6 School,Elementary School,"P,K-8",Public School,School,Open,Montgomery,N/A,N/A,"228 N Broadway St, Dayton, Ohio, 45402",(937) 542-4540,(937) 542-4541,N/A,N/A,N/A,N/A,N/A,N/A,Basharus Simmons,bsimmons@dps.k12.oh.us,(937) 974-6325,043844,Dayton City
010041,Edison High School,High School,9-12,Public School,School,Open,Erie,N/A,N/A,"2603 State Route 113 E, Milan, Ohio, 44846",(419) 499-4652,(419) 499-2035,N/A,N/A,N/A,N/A,N/A,N/A,Jeff Goodwin,jgoodwin@edisonchargers.org,N/A,046789,Edison Local (formerly Berlin-Milan)
010058,Edison Middle School,Junior High School,7-8,Public School,School,Open,Stark,N/A,N/A,"4201 13th St SW, Massillon, Ohio, 44646",(330) 478-6167,(330) 477-4612,N/A,N/A,N/A,N/A,N/A,N/A,Diane Kittelberger,diane.kittelberger@perrylocal.org,(330) 478-6167,049924,Perry Local
010074,Niles Middle School,Middle School,6-8,Public School,School,Open,Trumbull,N/A,N/A,"411 Brown St, Niles, Ohio, 44446",(330) 652-5656,(330) 652-9158,N/A,N/A,N/A,N/A,N/A,N/A,Samuel Reigle,N/A,(330) 652-5656,044495,Niles City
010082,Elida Middle School,Middle School,5-8,Public School,School,Open,Allen,N/A,El_Supt@noacsc.org,"4500 Sunnydale St, Elida, Ohio, 45807",(419) 331-2505,(419) 331-6822,N/A,N/A,N/A,N/A,N/A,N/A,Douglas Drury,ddrury@elida.k12.oh.us,(419) 222-4830,045773,Elida Local
010090,Edon High School,High School,7-12,Public School,School,Open,Williams,N/A,N/A,"802 W Indiana St, Edon, Ohio, 43518",(419) 272-3113,(419) 272-2240,N/A,N/A,N/A,N/A,N/A,N/A,Kayla Lapham,klapham@edon-nw.org,(419) 272-3213,050625,Edon Northwest Local
010108,Edon Elementary School,Elementary School,K-6,Public School,School,Open,Williams,N/A,N/A,"802 W Indiana St, Edon, Ohio, 43518",(419) 272-3213,(419) 272-2240,N/A,N/A,N/A,N/A,N/A,N/A,Jennifer Ripke,JRipke@edon-nw.org,N/A,050625,Edon Northwest Local
010132,Edwards Middle School,Middle School,6-8,Public School,School,Open,Medina,N/A,N/A,"1497 Pearl Rd, Brunswick, Ohio, 44212",(330) 273-0488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Heidi Armentrout,harmentrout@bcsoh.org,N/A,043661,Brunswick City
